iyear,count
1978,2
1979,5
1981,3
1982,9
1983,4
1984,10
1985,5
1986,7
1987,11
1988,16
1989,64
1990,23
1991,35
1992,19
1994,3
1995,3
1999,1
2000,3
2007,1
2012,1
2013,18
2014,22
2015,8
2016,79
2017,15
2018,65
2019,133
2020,220
