iyear,count
1991,3
1992,39
1994,18
1995,17
1996,3
1997,6
1998,12
1999,7
2000,7
2001,4
2002,2
2003,6
2004,3
2005,6
2006,3
2008,33
2009,25
2010,7
2011,3
2012,3
2013,2
2014,2
2015,1
2016,4
2017,1
2018,1
2020,1
