iyear,imonth,count
1971,11,1
1976,10,1
1990,3,1
1991,10,1
1991,12,1
1992,4,4
1992,6,1
1992,8,1
1992,9,11
1992,10,1
1992,12,2
1994,8,1
1994,9,1
1994,10,1
1994,12,2
1995,1,1
1995,3,1
1995,10,1
1995,12,1
1996,1,1
1996,7,1
1996,10,1
1996,11,2
1997,3,1
2001,4,1
2001,9,1
2004,3,1
2004,12,1
2008,2,1
2013,4,2
2014,11,1
2016,2,1
2017,8,1
2018,5,2
2018,9,1
2019,12,1
