iyear,count
1970,1
1971,1
1972,1
1977,1
1978,2
1979,1
1980,5
1981,9
1982,1
1985,2
1986,4
1987,7
1988,9
1989,7
1990,13
1991,10
1992,79
1994,143
1995,102
1996,51
1997,22
1998,3
1999,1
2004,3
2005,2
2006,5
2008,1
2009,2
2010,2
2011,18
2012,49
2013,321
2014,354
2015,647
2016,376
2017,225
2018,54
2019,63
2020,57
