iyear,count
1992,21
1994,47
1995,37
1996,66
1997,77
1998,26
1999,54
2000,138
2001,135
2002,89
2003,76
2004,43
2005,64
2006,56
2007,51
2008,170
2009,152
2010,251
2011,188
2012,151
2013,145
2014,48
2015,22
2016,56
2017,34
2018,23
2019,10
2020,12
