iyear,count
1985,9
1991,1
1992,8
1994,3
1996,5
1997,9
1999,8
2000,23
2001,33
2002,58
2003,15
2004,62
2005,70
2006,83
2007,90
2008,120
2009,39
2010,38
2011,46
2012,46
2013,104
2014,7
2015,48
2016,43
2017,247
2018,99
2019,200
2020,37
