iyear,count
1972,1
1974,1
1977,3
1978,5
1979,16
1980,26
1981,18
1982,3
1983,1
1984,1
1985,1
1986,3
1988,5
1989,16
1990,10
1991,8
1992,25
1994,24
1995,12
1996,19
1997,20
1998,4
1999,4
2000,4
2001,14
2002,12
2003,6
2004,44
2005,155
2006,202
2007,293
2008,200
2009,298
2010,253
2011,182
2012,280
2013,472
2014,423
2015,278
2016,329
2017,179
2018,182
2019,130
2020,39
